date,ticker,entry_exit_flag,weight,capital_invested,stock_return,total_capital,portfolio_return,transaction_cost_usd,is_signal_day,metric_name,metric_value,domestic_mcap_rank,global_marketcap_rank,market_cap,price,close_adj,close_unadj,volume,avg_10d_dollar_volume,vol_20d,vol_60d,sector,fcf_yield_ttm,net_debt_to_mcap,revenue_quarterly,revenue_screen_ratio_max
2022-02-04,MO,0,0.1,99425845.28333288,1.0039613903922335,988091947.6713831,1.0015914069888177,0.0,False,vol_60d,0.16097949265296194,92.0,115.0,93970200856.63785,50.19,35.846,50.19,6886000.0,446511064.0,0.1586172245536275,0.16097949265296194,Consumer Defensive,0.08632523849103794,0.3073524205513047,6786000000.0,445.7687793336847
2022-02-04,PM,0,0.1,100068498.81308089,0.9998937814967367,988091947.6713831,1.0015914069888177,0.0,False,vol_60d,0.17209827141755119,49.0,58.0,163442303326.08218,103.59,84.731,103.59,6374000.0,697473126.0,0.16432580626983762,0.17209827141755119,Consumer Defensive,0.0642306170823813,0.1666528522754607,8122000000.0,81.71754677773652
2022-02-04,GD,0,0.1,99750924.40427281,0.9992019975802507,988091947.6713831,1.0015914069888177,0.0,False,vol_60d,0.17753850433507049,145.0,180.0,59609841362.347176,212.29,194.235,212.29,1462000.0,352680031.0,0.1333951684103311,0.17753850433507049,Industrials,0.07507149654698886,0.18323647735011642,9568000000.0,93.99268001747308
2022-02-04,GILD,0,0.1,92796811.39755766,0.9978067369729315,988091947.6713831,1.0015914069888177,0.0,False,vol_60d,0.17824360171174816,107.0,135.0,80962173545.95374,63.9,54.713,63.9,12393000.0,765552719.0,0.2284103024782041,0.17824360171174816,Healthcare,0.117227583997766,0.2758343606838931,7421000000.0,61.42964602853438
2022-02-04,AMGN,0,0.1,96931623.93162392,1.0063953277281286,988091947.6713831,1.0015914069888177,0.0,False,vol_60d,0.1755121833265974,66.0,81.0,126168662780.43979,222.11,192.797,222.11,3162000.0,688310181.0,0.1802221316016278,0.1755121833265974,Healthcare,0.06213904330303684,0.20843983352198356,6706000000.0,50.557601974777796
2022-02-07,SC,0,0.1,100000000.0,,989664404.1025019,1.0079075129521264,0.0,False,,,,,,,,,,,,,,,,,
2022-02-07,WTW,0,0.1,102081816.72504178,0.9543868461890368,989664404.1025019,1.0079075129521264,0.0,False,vol_60d,0.18262359076587728,310.0,378.0,29493755494.76041,235.9,222.962,235.9,1098000.0,236151263.0,0.2183631304817922,0.18262359076587728,Financial Services,0.0760160909450237,0.11060122519692017,1973000000.0,15.808042513299236
2022-02-07,AMCR,0,0.1,96232408.4397417,1.0113015345603986,989664404.1025019,1.0079075129521264,0.0,False,vol_60d,0.18263120883712758,466.0,559.0,17392715088.67436,57.45,45.746,11.49,1725000.0,117769355.0,0.19479780278995518,0.18263120883712758,Consumer Cyclical,0.04973346574068033,0.36570091444721986,3507000000.0,17.545640392353388
2022-02-07,LMT,0,0.1,99793969.82044715,1.009432634906779,989664404.1025019,1.0079075129521264,0.0,False,vol_60d,0.14910431522377496,82.0,103.0,106844705523.6825,392.34,348.259,392.34,1243000.0,856902410.0,0.17818503698865368,0.14910431522377496,Industrials,0.07205785220956494,0.07655769910860974,17729000000.0,190.25778755854202
2022-02-07,ABBV,0,0.1,103342250.51640648,1.0068811848745003,989664404.1025019,1.0079075129521264,0.0,False,vol_60d,0.16193887301072343,23.0,27.0,254636833278.8671,142.53,122.072,142.53,9596000.0,1254538727.0,0.16822855756091612,0.16193887301072343,Healthcare,0.08512908254816498,0.33269564833197757,14342000000.0,70.93681452291253
2022-02-07,MO,0,0.1,99819709.87157798,1.0006113148827387,989664404.1025019,1.0079075129521264,0.0,False,vol_60d,0.16088632847970544,90.0,113.0,94342453507.46759,50.39,35.988,50.39,7034000.0,418783625.0,0.15435271460475095,0.16088632847970544,Consumer Defensive,0.08598461984410764,0.3073524205513047,6786000000.0,445.7687793336847
2022-02-07,PM,0,0.1,100057869.68691316,1.0026085314322137,989664404.1025019,1.0079075129521264,0.0,False,vol_60d,0.1717395841770078,49.0,58.0,163424942729.253,103.58,84.722,103.58,5196000.0,661022744.0,0.15533813172063773,0.1717395841770078,Consumer Defensive,0.06423744028714207,0.1666528522754607,8122000000.0,81.71754677773652
2022-02-07,GD,0,0.1,99671322.92522597,1.0110263808738664,989664404.1025019,1.0079075129521264,0.0,False,vol_60d,0.17668703076666528,146.0,181.0,59562272564.69915,212.12,194.08,212.12,1045000.0,344530059.0,0.13337591245456656,0.17668703076666528,Industrials,0.07513145162718664,0.18323647735011642,9568000000.0,93.99268001747308
2022-02-07,GILD,0,0.1,92593283.58208956,0.9990658142985364,989664404.1025019,1.0079075129521264,0.0,False,vol_60d,0.1743097453409408,106.0,134.0,80784602204.12428,63.76,54.593,63.76,14302000.0,772065178.0,0.22872114409733843,0.1743097453409408,Healthcare,0.11748526007491385,0.2758343606838931,7421000000.0,61.42964602853438
2022-02-07,AMGN,0,0.1,97551533.43388636,1.0781992475390403,989664404.1025019,1.0079075129521264,0.0,False,vol_60d,0.17541579069816612,66.0,81.0,126975552727.94044,223.53,194.03,223.53,3514000.0,669350319.0,0.178309464898912,0.17541579069816612,Healthcare,0.061744169106301046,0.20843983352198356,6706000000.0,50.557601974777796
2022-02-08,SC,0,0.1,100000000.0,,997490188.1962008,1.0012969355158008,0.0,False,,,,,,,,,,,,,,,,,
2022-02-08,WTW,0,0.1,97425543.1174599,1.015456408135644,997490188.1962008,1.0012969355158008,0.0,False,vol_60d,0.20635684526619785,322.0,391.0,28148452288.91496,225.14,212.792,225.14,2025000.0,248583218.0,0.2753816690933999,0.20635684526619785,Financial Services,0.07964913939097511,0.11060122519692017,1973000000.0,15.808042513299236
2022-02-08,AMCR,0,0.1,97319982.32955384,1.0137691027386897,997490188.1962008,1.0012969355158008,0.0,False,vol_60d,0.18428120651832627,467.0,560.0,17589279459.34818,58.1,46.263,11.62,1475000.0,116529825.0,0.2002771508040081,0.18428120651832627,Consumer Cyclical,0.0491776824627275,0.36570091444721986,3507000000.0,17.545640392353388
2022-02-08,LMT,0,0.1,100735289.90366155,0.9962110006144324,997490188.1962008,1.0012969355158008,0.0,False,vol_60d,0.14883156907949707,82.0,103.0,107852532622.60973,396.04,351.544,396.04,1311000.0,785703194.0,0.178460300215722,0.14883156907949707,Industrials,0.07138450820566096,0.07655769910860974,17729000000.0,190.25778755854202
2022-02-08,ABBV,0,0.1,104053367.6475568,0.9978358500390523,997490188.1962008,1.0012969355158008,0.0,False,vol_60d,0.16180296467649088,23.0,27.0,256389036404.51633,143.51,122.912,143.51,7558000.0,1226000739.0,0.16625433385412938,0.16180296467649088,Healthcare,0.0845472969670951,0.33269564833197757,14342000000.0,70.93681452291253
2022-02-08,MO,0,0.1,99880731.14581314,1.0035545681755067,997490188.1962008,1.0012969355158008,0.0,False,vol_60d,0.16090775868669197,92.0,115.0,94400126453.37077,50.42,36.01,50.42,5491000.0,398165282.0,0.14422314995680943,0.16090775868669197,Consumer Defensive,0.0859320882796375,0.3073524205513047,6786000000.0,445.7687793336847
2022-02-08,PM,0,0.1,100318873.78503183,1.0024133830921913,997490188.1962008,1.0012969355158008,0.0,False,vol_60d,0.17146029483627537,49.0,58.0,163851241829.16995,103.85,84.943,103.85,5953000.0,661570863.0,0.15148869410028515,0.17146029483627537,Consumer Defensive,0.06407031086737282,0.1666528522754607,8122000000.0,81.71754677773652
2022-02-08,GD,0,0.1,100770336.89400165,1.0045713994495973,997490188.1962008,1.0012969355158008,0.0,False,vol_60d,0.1760112354028129,145.0,178.0,60219028867.71057,214.46,196.22,214.46,1064000.0,330976067.0,0.13557980082376234,0.1760112354028129,Industrials,0.07431205856591776,0.18323647735011642,9568000000.0,93.99268001747308
2022-02-08,GILD,0,0.1,92506784.2605156,0.9949763485020717,997490188.1962008,1.0012969355158008,0.0,False,vol_60d,0.17423919703257026,106.0,134.0,80709134383.84677,63.7,54.542,63.7,12018000.0,793093494.0,0.22045774401357737,0.17423919703257026,Healthcare,0.11759511575061002,0.2758343606838931,7421000000.0,61.42964602853438
2022-02-08,AMGN,0,0.1,105179989.94469582,0.9841493668828841,997490188.1962008,1.0012969355158008,0.0,False,vol_60d,0.23146395800959893,64.0,77.0,136904945407.11914,241.01,209.203,241.01,8383000.0,809615522.0,0.32157848900099306,0.23146395800959893,Healthcare,0.05726601019916345,0.20843983352198356,6706000000.0,50.557601974777796
2022-02-09,SC,0,0.1,100000000.0,,998783868.6479353,0.9859963003329444,0.0,False,,,,,,,,,,,,,,,,,
2022-02-09,WTW,0,0.1,98931392.07472014,0.9910774200415585,998783868.6479353,0.9859963003329444,0.0,False,vol_60d,0.20876196582869277,323.0,392.0,28583526255.879135,228.62,216.081,228.62,1837000.0,259657807.0,0.2808418799416572,0.20876196582869277,Financial Services,0.07843678837697149,0.11060122519692017,1973000000.0,15.808042513299236
2022-02-09,AMCR,0,0.1,98659991.16477694,0.9864179104477612,998783868.6479353,0.9859963003329444,0.0,False,vol_60d,0.18661544495102828,468.0,563.0,17831468055.323467,58.9,46.9,11.78,1362000.0,116902125.0,0.20799103466403435,0.18661544495102828,Consumer Cyclical,0.048509746775547175,0.36570091444721986,3507000000.0,17.545640392353388
